id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20229711,3263 Villa by the Sea ~ Stunning Ocean Front Location! Walk to Aquarium!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.620278916242,-121.90798941551616,Entire home/apt,458,3,1,2017-08-21,0.12,30,321
20229712,3646 Seashore Retreat ~ Beautiful Craftsman Design ~ Walk to the Beach,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61991142646436,-121.91545940426738,Entire home/apt,458,3,0,,,30,263
20229713,3688 Nautilus ~ Ocean Views from the Decks! Luxurious Beds! Walk to Town!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.620557554505126,-121.9111323381534,Entire home/apt,458,3,0,,,30,251
20229714,"3573 Captain's Castle ~ Historic, Stunning Ocean Views, Almost Oceanfront",140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.6203910596717,-121.91083865194639,Entire home/apt,531,3,2,2017-10-16,0.21,30,308
20229715,3509 Seabreeze ~ Walk to the Beach! Artist's Home! Plush Beds! Designer Decor,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61506888943706,-121.92980487876326,Entire home/apt,366,3,0,,,30,331
20229716,"3554 Otter's Rest ~ Ocean Views, Gourmet Kitchen, Hot Tub, 1 Block to the Sea",140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.63247589873828,-121.92654135467866,Entire home/apt,427,3,0,,,30,249
20234455,A cozy quiet space to enjoy Monterey area,144185094,Pretty Monterey,,Pacific Grove,36.60386958195798,-121.92080500010236,Private room,105,5,2,2018-02-12,0.54,1,89
20268378,Casa Terraza-Private space in prime location! 0426,134165553,Larry,,Pacific Grove,36.61770475112532,-121.9090599698148,Private room,109,2,42,2018-04-20,5.63,1,17
20279454,Upstairs Studio in Pacific Grove,12030507,Brian,,Pacific Grove,36.61764290955602,-121.91332184281728,Entire home/apt,125,31,3,2018-01-29,0.37,1,107
20358036,"Private Suite & Patio steps to Sea, Golf & 17 Mile",7411921,Katy,,Pacific Grove,36.63261091152707,-121.92728428573918,Private room,90,3,13,2018-03-16,2.02,1,3
20361891,Sweet Pea,3190087,Monterey Bay Vacation Rentals,,Pacific Grove,36.62386379676555,-121.9181344947365,Entire home/apt,219,2,13,2018-04-08,1.73,2,271
20404083,3096 Sanctuary by the Bay ~ Stunning Ocean Front Location! Walk to Aquarium!,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.6206895432385,-121.90770844050951,Entire home/apt,397,3,2,2018-02-26,0.56,30,266
20407569,Pine Garden Retreat,145532424,Steven And Tracie,,Pacific Grove,36.63015920912015,-121.93261912616434,Entire home/apt,400,2,21,2018-04-15,2.64,1,243
20412534,Pacific grove plaza 2 bedroom,27606939,Gabe,,Pacific Grove,36.62116574074278,-121.91805392687418,Entire home/apt,225,4,0,,,1,0
20714115,P.G. Butterfly Park House,33162172,Craig,,Pacific Grove,36.62332942716674,-121.92690158529722,Entire home/apt,450,2,5,2018-03-26,0.97,1,261
20741678,"3112 Lighthouse Sanctuary ~ Beautiful Spacious Home, Separate Guest Unit",140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.62534705874325,-121.92689779350512,Entire home/apt,519,3,2,2017-12-03,0.27,30,253
20741707,3372 Ocean View Sanctuary ~ Panoramic Ocean Views! Beautiful Interior Design,140243627,Sanctuary Vacation Rentals,,Pacific Grove,36.61781129144117,-121.91020158488978,Entire home/apt,366,3,1,2017-11-29,0.21,30,277
21001580,Pacific Grove Beach House Cottage - license # 0422,23786707,Joy,,Pacific Grove,36.618348751978296,-121.91671954806792,Entire home/apt,130,2,16,2018-04-11,4.53,1,45
21009015,"Quiet Getaway, Great Location",68425806,Judy,,Pacific Grove,36.6099151787619,-121.91023949943114,Entire home/apt,139,1,69,2018-04-15,10.10,1,3
21142337,Pacific Grove Beach House Near Monterey,19759469,Lee,,Pacific Grove,36.621738205812555,-121.92267233563501,Entire home/apt,350,2,12,2018-04-16,1.91,1,113
21684961,Asilomar Beach House in Pacific Grove (Lic #0418),47288229,David And Michelle,,Pacific Grove,36.617445791718836,-121.93501402224851,Entire home/apt,1899,1,2,2018-03-28,0.85,1,6
21981955,Sunset Inn Pacific Grove,160495920,Rishi,,Pacific Grove,36.63032829301414,-121.93217433006397,Private room,199,1,40,2018-04-05,8.57,1,246
22048463,"""Pacific Jewel"" Close to Ocean, Golf, Spas Restaurants & Shops",161014914,MaryJane,,Pacific Grove,36.6275112568724,-121.92846758700563,Entire home/apt,400,3,36,2018-02-12,2.48,2,311
22144883,Historical Landmark,73753964,Ralph,,Pacific Grove,36.623003420064045,-121.91907289265491,Private room,129,5,0,,,2,90
22178195,"Pacific Petra Suite
(PG License # 0420)",162016726,George Or Laila,,Pacific Grove,36.61862551505741,-121.91461737509273,Entire home/apt,230,1,24,2018-04-17,6.15,1,74
22292297,Pacific Grove 2 bed charmer,162398854,Josh,,Pacific Grove,36.61356736925258,-121.9249539446613,Entire home/apt,300,2,2,2018-02-19,0.85,1,0
22359257,Fairlawn Room - Seven Gables Full Service Inn,46785054,Seven Gables,,Pacific Grove,36.62341808851273,-121.91639513943908,Private room,199,1,0,,,5,283
22359614,Bellevue Room - Seven Gables Full-Service Inn,46785054,Seven Gables,,Pacific Grove,36.62362516680067,-121.91480785481663,Private room,319,1,1,2018-02-05,0.39,5,274
22666758,"Ocean View Cozy Adobe 2 bed/1 bath 
(Lic #0403)",128301422,Carolyn,,Pacific Grove,36.60762096281497,-121.92032495317993,Entire home/apt,125,2,13,2018-04-14,5.49,2,128
22713756,"3BR ""Cape Cod Retreat"" Luxury Home w/ Bay Views",54071948,Skip,,Pacific Grove,36.63423518551104,-121.92589875616598,Entire home/apt,374,3,1,2018-03-18,0.83,1,272
22752958,"Hearts Delight, walking distance to Restaurants, Shops and Beach",161014914,MaryJane,,Pacific Grove,36.62046410311611,-121.92155674178153,Entire home/apt,200,3,4,2018-02-12,0.46,2,278
23291026,Pacific Grove Getaway Cottage (PG license #0424),41664032,Terri,,Pacific Grove,36.617680630478034,-121.91346272118118,Entire home/apt,185,2,11,2018-04-18,7.50,1,227
23398182,Whale Watch Room-The Old St. Angela Inn,174451078,The Old St. Angela Inn,,Pacific Grove,36.61902889933203,-121.91018002618954,Private room,260,3,0,,,1,25
23452978,NEW! 2BR Pacific Grove House-Walk to Beach & Shops,126644773,Evolve Vacation Rental,,Pacific Grove,36.613926074019815,-121.92731720035984,Entire home/apt,550,2,1,2018-03-17,0.81,2,265
23935398,Cute Cottage with view (PG license #0423),172883666,Paul,,Pacific Grove,36.61253430401125,-121.91959753618846,Entire home/apt,125,2,0,,,1,9
24059256,Forrest Cottage Home - STR License #0315,181127429,Joseph,,Pacific Grove,36.61967195881984,-121.93258901324731,Entire home/apt,395,1,2,2018-03-29,2,1,360
24391167,Cannery Row Experience~8 Aquarium Passes & Parking,123088781,Brad,,Pacific Grove,36.61691144840025,-121.90508033474012,Entire home/apt,650,3,0,,,1,347
